Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Character/FFXVGladiolus_Text_Battle_Idle_0,Text,,아이디어가 있나요?,You got any ideas?,何かアイデアはありますか？,有招了吗？,你有什麼想法嗎？
Character/FFXVGladiolus_Text_Battle_Idle_1,Text,,기억하세요. 우리는 게임을 하러 온 것이 아닙니다.,"Remember, we're not here to play games.",覚えておいてください、私たちはゲームをするためにここにいるわけではありません。,别分心，这不是闹着玩的。,請記住，我們不是來玩遊戲的。
Character/FFXVGladiolus_Text_Battle_Idle_2,Text,,덜 불평하고 더 많이 죽이십시오!,"Less bitching, more killing!",愚痴が減れば、もっと殺せる！,别废话，直接动手！,少一點謾罵，多一點殺戮！
Character/FFXVGladiolus_Text_Battle_Kill_0,Text,,이제 끝났습니다.,It ends now.,もう終わりです。,结束了。,現在結束了。
Character/FFXVGladiolus_Text_Battle_Kill_1,Text,,그다지 어렵지 않았습니다.,That wasn't so hard.,それはそれほど難しいことではありませんでした。,这并不难。,那並不難。
Character/FFXVGladiolus_Text_Battle_ND_0,Text,,백업이 필요해요!,I need backup!,バックアップが必要です！,来人支援！,我需要備份！
Character/FFXVGladiolus_Text_Battle_ND_1,Text,,"으악! 아, 이제 그럴 준비가 되셨군요.","Graaagh! Oh, you're in for it now.",グラァァァァ！ああ、もうすぐです。,咳！这下麻烦了。,格拉啊！哦，你現在就可以了。
Character/FFXVGladiolus_Text_Battle_Start_0,Text,,내 생각엔 우리 지금 싸우고 있는 것 같아.,I think we're in for a fight.,私たちは戦いになると思う。,准备接敌。,我想我們要打架了。
Character/FFXVGladiolus_Text_Battle_Start_1,Text,,빨리 정리하자.,Let's clean them up quick.,早速掃除しましょう。,速战速决！,讓我們快速清理它們。
Character/FFXVGladiolus_Text_Battle_Start_2,Text,,나는 당신의 방패입니다. 가까이 다가가세요.,"I am your shield, stay close.",私はあなたの盾です、近くにいてください。,以身为盾，跟紧我！,我是你的盾牌，靠近。
Character/FFXVGladiolus_Text_Field_GetItem_0,Text,,가져가자.,"Take it, let's go.",持って行きましょう。,拿着，我们走吧。,拿走吧，我們走吧。
Character/FFXVGladiolus_Text_Field_GetItem_1,Text,,녹트와 마찬가지로 작은입니다.,"Puny, just like Noct.",ノクトと同じようにちっちゃい。,和诺克特半斤八两。,微不足道，就像諾克特一樣。
Character/FFXVGladiolus_Text_Field_Idle_0,Text,,나는 그 장소가 캠프를 세우기에 좋을 것이라고 확신합니다.,I bet that spot would be great to set up camp.,きっとあの場所はキャンプをするのに最適な場所だろう。,这地方很适合扎营。,我敢打賭那個地方非常適合紮營。
Character/FFXVGladiolus_Text_Field_Idle_1,Text,,이런 야생에서 나는 내 요소에 있습니다.,"Out in the wild like this, I'm in my element.",このように自然の中で、私は本領を発揮します。,在这样的荒野里，我自在的很。,在這樣的野外，我如魚得水。
Character/FFXVGladiolus_Text_Field_Potion_P_0,Text,,"글쎄, 나는 더 나쁜 일을 겪었습니다.",Well I've had worse.,まあ、私はもっと悪いことがありました。,我吃过比这更糟的。,好吧，我經歷過更糟糕的事情。
Character/FFXVGladiolus_Text_Field_Potion_P_1,Text,,컵라면 있나요?,You got any Cup Noodles?,カップヌードルはありますか？,有杯面吗？,你有杯麵嗎？
Character/FFXVGladiolus_Text_MasterTarget,Text,,나는 이것을 위해 평생을 훈련해 왔습니다. 이것이 나의 의무이다.,I've trained my whole life for this. This is my duty.,私はこれのために人生全体を訓練してきました。これが私の義務です。,作为王之盾，这就是我的职责。,我為此訓練了一生。這是我的職責。
Character/FFXVGladiolus_Text_PharosLeader_0,Text,,당신은 자신이 리더라고 생각하지만 겁쟁이입니다. 여러분 모두 그렇습니다.,"You think you're a leader, but you're a coward. You all are.",あなたは自分をリーダーだと思っていますが、卑怯者です。皆さんもそうです。,你自认为是领导者？可你只会躲在后面耍阴招。你们所有人都一样。,你認為你是個領導者，但你是個膽小鬼。你們都是。
Character/FFXVGladiolus_Text_PharosLeader_1,Text,,방금 무슨 일이 일어났나요?,What just came over me?,一体何が私に襲い掛かったのでしょうか？,该死，我刚刚干了什么？,我剛剛發生了什麼事？
Character/FFXVGladiolus_Text_PharosLeader_2,Text,,"죽었어, 너처럼 겁쟁이야.","Dead, like the coward you are.",死んだ、卑怯者みたいに。,死了，就像个懦夫。,死了，你就像個膽小鬼。
Character/FFXVGladiolus_Text_Witch_0,Text,,흠. 나는 그것을 받아들일 수 있다.,Hmph. I can take it.,ふーん。取れますよ。,可以，我来承受。,哼。我可以接受。
Character/FFXVGladiolus_Text_Witch_1,Text,,난... 아직 참을 수 있어...,I... can still take it...,私は...まだ耐えられる...,我……还能撑住……,我……還能承受……
Character/FFXVGladiolus_name,Text,,글라디올러스,Gladiolus,グラジオラス,格拉迪欧拉斯,劍蘭
Character/FFXVIgnis_CampSelectWord,Text,,가만히 서서 이끌 수는 없습니다. 왕은 항상 앞으로 나아가며 결과를 받아들이고 결코 뒤돌아보지 않습니다.,"One cannot lead by standing still. A king pushes forward always, accepting the consequences and never looking back.",立ち止まっていては人を導くことはできません。王は常に前進し、結果を受け入れ、決して後ろを振り向かない。,停滞不前者，无法引领众人。身为王者，唯有持续前行——接受所有代价，绝不回头。,一個人不能靜止不動地領導。國王總是勇往直前，接受後果，永不回頭。
Character/FFXVIgnis_PassiveDes,Text,,"턴이 시작될 때 이그니스는 리브라를 사용하여 무작위 적에게 피해를 입힙니다. 턴이 끝날 때까지 받는 피해가 15% 증가하며 항상 이그니스의 대상이 될 수 있습니다. 

이그니스의 링크스트라이크는 공격력이 15% 증가하며, 캐릭터가 스킬을 사용하면 치유력이 40% 증가합니다.","At the beginning of the turn, Ignis inflicts a random enemy with Libra. They take 15% increased damage until the end of the turn and can always be targetted by Ignis. 

Ignis' Link Strike grants 15% attack power, and heals for 40% healing power if the character uses a skill.","ターン開始時、イグニスはランダムな敵1体に天秤座を与える。ターン終了時まで受けるダメージが 15% 増加し、いつでもイグニスの対象になります。 

イグニスのリンクストライクは攻撃力15%を付与し、キャラクターがスキルを使用すると回復力40%を回復します。","回合开始时，伊格尼斯会随机对一名敌人施加[解析]，使该目标在本回合内受到的伤害提升15%且始终可被伊格尼斯指向。

伊格尼斯的连携攻击效果为：攻击力提升15%；若该角色使用技能，则基于40%治疗力恢复生命值。","在回合開始時，伊格尼斯用天秤座隨機對一名敵人造成傷害。直到回合結束為止，它們受到的傷害提高 15%，並且始終可以成為伊格尼斯的目標。 

伊格尼斯的連擊會賦予 15% 的攻擊力，如果角色使用技能，可以治療 40% 的治療力。"
Character/FFXVIgnis_PassiveName,Text,,성공을 위한 레시피,Recipeh for Success,成功のレシピ,秘制胜策,成功秘訣
Character/FFXVIgnis_SelectInfo,Text,,"녹티스가 가는 곳에 이그니스도 크게 뒤처지지 않았으며 왕자에 대한 그의 보살핌은 결코 흔들리지 않았습니다. 이그니스는 왕실의 시종으로, 왕자의 난장판을 청소하는 유일한 청소부이자 왕의 잔치의 수석 주방장입니다. 많은 사람들이 이를 믿을 것입니다. 요리를 맛보는 순간, 그 요리를 다시 만들어내는 레시피를 만드는 그의 능력은 널리 알려져 있다. 

이그니스는 그에게 마른 재치, 요리에 대한 열정, 그리고 가장 중요한 것은 헌신을 담고 있습니다. 분석적 사상가이자 위대한 전략가인 이그니스는 주도권을 잡지는 못하지만 그의 의견은 신속하고 결정적인 승리로 이어지는 경우가 많습니다. 그러나 그는 자신이 경험하는 것만큼 운에 의존한다는 사실을 아무에게도 말하지 않습니다.

이그니스는 다양한 상황에 적합한 치유 및 지원 능력을 갖춘 공격형 힐러이며, 상황이 어려워질 때 상황에 활력을 불어넣을 수 있는 약간의 행운도 있습니다.","Where Noctis goes, Ignis is not far behind, and his care for the Prince has never wavered. Ignis is the Royal Chamberlain, sole cleaner of Princely messes and master chef of Kingly feasts, or so many would believe. His ability to create a recipe to recreate a meal the moment he tastes a dish is widely known. 

Ignis carries with him a dry wit, a passion for cooking, and most importantly, dedication. An analytical thinker and great strategist, Ignis may not take the lead but his input most often leads to swift and decisive victories, but he'd never tell anyone that he also relies just as much on luck as he does experience.

Ignis is an offensive healer who has healing and supportive abilities to suit many situations, with a small pinch of luck to spice things up when the going gets tough.","ノクティスが行くところにイグニスも遠く離れておらず、王子に対する彼の気遣いは決して揺らぎません。イグニスは王室侍従であり、王室の混乱を唯一の掃除人であり、王室の饗宴の料理長である、あるいは多くの人がそう信じているでしょう。料理を食べた瞬間にその料理を再現するレシピを作成する能力は広く知られています。 

イグニスはドライなウィット、料理への情熱、そして最も重要なことに献身的な姿勢を持っています。分析的思考家であり、優れた戦略家でもあるイグニスは、主導権を握ることはできないかもしれませんが、多くの場合、彼の意見が迅速かつ決定的な勝利につながります。しかし、彼は自分の経験と同じくらい運にも依存していることを誰にも決して言いませんでした。

イグニスは攻撃的なヒーラーであり、さまざまな状況に適した治癒能力とサポート能力を備えており、困難な状況に陥ったときに少し幸運をもたらすことができます。","诺克提斯走到哪里，伊格尼斯必紧随其后。他对王子的关怀从未动摇。作为“王室总管”，他既是王子琐事的唯一善后者，也是皇家盛宴的主厨——至少许多人如此认为。他只需尝一口菜肴，便能精准复刻食谱的能力早已广为人知。

伊格尼斯带着冷幽默、对烹饪的热爱，以及最重要的——奉献精神。作为一名分析型思考者与杰出战略家，他或许不会冲锋在前，但他的谋略往往能带来迅速果断的胜利。不过，他绝不会承认自己依赖运气和经验的程度其实不相上下。

在战斗中，伊格尼斯是攻守兼备的治疗者，拥有适应多种情形的治疗与支援技能，而当战局陷入胶着时，他还会用“一点点运气”为逆境增添转机。","諾克提斯所到之處，伊格尼斯也不甘落後，他對王子的關心也從未動搖過。伊格尼斯是皇家管家、王室混亂的唯一清潔工和國王盛宴的主廚，或者很多人都相信。他能夠在品嚐菜餚的那一刻創造出重現菜餚的食譜，這是眾所周知的。 

伊格尼斯有著幹練的智慧、對烹飪的熱情，以及最重要的是奉獻。伊格尼斯是一位分析性思想家和偉大的戰略家，他可能不會帶頭，但他的投入通常會帶來迅速而決定性的勝利，但他永遠不會告訴任何人，他也像他的經驗一樣依賴運氣。

伊格尼斯是一名進攻型治療師，擁有適應多種情況的治療和​​支持能力，當事情變得艱難時，還有一點運氣可以讓事情變得更有趣。"
Character/FFXVIgnis_Text_Battle_AllyND_0,Text,,당신의 입장을 지켜라!,Hold your ground!,しっかりと踏ん張ってください！,守住阵线！,堅守陣地！
Character/FFXVIgnis_Text_Battle_AllyND_1,Text,,이것은 당신의 무덤이 될 수 없습니다. 잠깐만 요!,"This shall not be your grave, hold on!",ここはあなたの墓ではありません、ちょっと待ってください！,你不应该倒在这里，坚持住！,這不會是你的墳墓，撐住！
Character/FFXVIgnis_Text_Battle_Cri_0,Text,,재로.,To ashes.,灰になるまで。,化为灰烬。,化為灰燼。
Character/FFXVIgnis_Text_Battle_Cri_1,Text,,끝났습니다!,It's over!,終わりました！,结束了！,結束了！
Character/FFXVIgnis_Text_Battle_Healed_0,Text,,알겠습니다. 일어나서 해보세요.,"Alright, up and at 'em.",よし、立ち上がって彼らに向かって。,好了，让我们继续吧。,好吧，起來吧。
Character/FFXVIgnis_Text_Battle_Healed_1,Text,,당신은 친절합니다.,Kind of you.,親切ですね。,…有劳了。,你真好。
Character/FFXVIgnis_Text_Battle_Healed_2,Text,,마모가 더 심하지 않습니다.,None the worse for wear.,磨耗も悪くありません。,磨损没有变得更糟。,磨損並沒有變得更糟。
Character/FFXVIgnis_Text_Battle_Idle_0,Text,,"끈질긴 작은 악마들, 내가 그걸 줄게. 하지만 나도 끈질길 수 있다.","Persistent little devils, I'll give them that. But I can be persistent too.",しつこい小悪魔たち、あげてあげるよ。しかし、私も粘り強くすることができます。,一群难缠的傢伙…这点我认了。不过论耐性——我可不会输。,頑固的小惡魔，我會給他們這個。但我也可以堅持下去。
Character/FFXVIgnis_Text_Battle_Idle_1,Text,,"흠. 예, 그래야 합니다.","Hmmm. Yes, that should do.",うーん。はい、それでいいでしょう。,准备要这样做吗....,嗯。是的，應該這樣做。
Character/FFXVIgnis_Text_Battle_Kill_0,Text,,하루의 작업으로 모두 가능합니다.,All in a day's work.,すべては 1 日の作業で完了します。,习以为常。,一切都在一天的工作中。
Character/FFXVIgnis_Text_Battle_Kill_1,Text,,당신의 시간이 왔습니다.,Your time has come.,あなたの時代が来ました。,时间到了，退场吧。,你的時刻到了。
Character/FFXVIgnis_Text_Battle_ND_0,Text,,속도를 늦추라고 요구하지 않겠습니다. 따라갈 수 없으면 절하겠습니다.,"I won't ask you to slow down. If I can't keep up, I will bow out.",速度を落とすようにとは言いません。ついていけなかったら辞退します。,不必迁就我…我跟不上时会自己退出。,我不會要求你放慢速度。如果我跟不上，我就會退出。
Character/FFXVIgnis_Text_Battle_ND_1,Text,,나에 대해 꽤 부주의하다.,Quite careless of me.,かなり不注意な私です。,我怎么会...,真是太不小心我了。
Character/FFXVIgnis_Text_Battle_Start_0,Text,,이 리프라프는 끝내자!,Let's be done with this riffraff!,このリフラフはもう終わりにしましょう！,将这些乌合之众一扫而空！,咱們就跟這個痞子解決掉吧！
Character/FFXVIgnis_Text_Battle_Start_1,Text,,당신이 이끌면 나는 따를 것이다.,"You lead, I'll follow.",あなたが先導します、私はそれに続きます。,你指挥，我跟随。,你帶路，我跟隨。
Character/FFXVIgnis_Text_Field_GetItem_0,Text,,꽤 찾았습니다.,Quite the find.,まさに発見です。,相当不错的发现。,相當不錯的發現。
Character/FFXVIgnis_Text_Field_GetItem_1,Text,,흥미로운 발견.,Interesting find.,興味深い発見です。,有趣的发现。,有趣的發現。
Character/FFXVIgnis_Text_Field_Idle_0,Text,,뒤로 돌아가지 않고 앞으로만 나아갑니다.,"No going back, only going forward.",後戻りはできず、前進するだけです。,没有回头路，只有前进。,沒有回頭路，只有前進。
Character/FFXVIgnis_Text_Field_Idle_1,Text,,감히 우리는 길을 잃었습니다.,I daresay we're lost.,あえて言いますが、私たちは道に迷っています。,我敢说我们迷路了。,我敢說我們迷路了。
Character/FFXVIgnis_Text_Field_Idle_2,Text,,그 약초는 먹을 수 있고 구하기가 꽤 어렵습니다. 몇 개만 가져가겠습니다.,"That herb is edible and quite hard to come by, let me take a few.",そのハーブは食用ですが、入手するのが非常に難しいので、いくつかあげましょう。,那药草是可以吃的，而且很难买到，让我拿几颗吧。,那藥草是可以吃的，而且很難買到，讓我拿幾顆吧。
Character/FFXVIgnis_Text_Field_Potion_P_0,Text,,그게 다야! 새로운 레시피를 가지고 왔습니다.,That's it! I've come up with a new recipe.,それでおしまい！新しいレシピを思いつきました。,就是这样！我想出了一个新食谱。,就是這樣！我想出了一個新食譜。
Character/FFXVIgnis_Text_Field_Potion_P_1,Text,,달콤한? 짠? 이것은 나에게 아이디어를 주고 있다.,Sweet? Salty? This is giving me ideas.,甘い？塩辛い？これは私にアイデアを与えてくれます。,甜的？咸？这给了我一些灵感。,甜的？鹹？這給了我一些想法。
Character/FFXVIgnis_Text_MasterTarget,Text,,나는 이것이 진행될 수 있는 길은 단 하나라고 생각합니다. 다른 누구도 그것을 겪지 않을 것입니다.,"I see only one way this can go, nobody else will be to suffer it.",私には、この事態が進む道は一つしかないと思います。他の誰も苦しむことはありません。,看来结局已定，至少其他人不会受此牵连。,我認為只有一種方式可以解決這個問題，沒有其他人會受苦。
Character/FFXVIgnis_Text_PharosLeader_0,Text,,전하를 위한 최고의 제품입니다.,Only the best for Her Highness.,殿下にとって最善のみ。,只为教主。,只為殿下最好的。
Character/FFXVIgnis_Text_PharosLeader_1,Text,,당신은 나에게 명령하지 않을 것입니다!,YOU will NOT be ordering ME around!,あなたは私に命令するつもりはありません！,我不会听从你的命令！,你不會對我發號施令！
Character/FFXVIgnis_Text_PharosLeader_2,Text,,"이 리프래프는 제거되었습니다, 전하.","This riffraff has been removed, Your Highness.",この決まり文句は削除されました、殿下。,教主，这个无赖已经被除掉了。,殿下，這個無賴已經被除掉了。
Character/FFXVIgnis_Text_Witch_0,Text,,작은 불편함 외에는 없습니다.,Naught but a small inconvenience.,ちょっとした不便以外は何もありません。,只会带来一点不便。,除了一點點不便之外什麼都沒有。
Character/FFXVIgnis_Text_Witch_1,Text,,이것은 결코 좋은 선택이 아닙니다.,This is hardly a good choice.,これは決して良い選択とは言えません。,很难说是一个好的选择。,這很難說是一個好的選擇。
Character/FFXVIgnis_name,Text,,이그니스,Ignis,イグニス,伊格尼斯,伊格尼斯
Character/FFXVNoctis_PassiveDes,Text,,"녹티스는 매 턴 시작 시 1개의 아르미게르를 얻습니다.

아르미거 2개당 고정 능력 비용이 1씩 감소합니다(최대 2개). 고정 능력 사용 시, 아르미거가 3 감소합니다.

녹티스의 링크 스트라이크는 도발을 무시하고 공격력을 15% 증가시킵니다.","Noctis gains 1 Armiger at the beginning of each turn.

Each 2 Armiger reduces fixed ability cost by 1 (max 2). When a fixed ability is used, reduce Armiger by 3.

Noctis' Link Strike grants ignore taunt and 15% attack power.","ノクティスは各ターンの開始時に 1 アーミガーを獲得します。

アーミガー 2 体ごとに固定能力コストが 1 ずつ減少します (最大 2 つ)。固定アビリティ使用時、アーミガーを3減らす。

ノクティスのリンクストライクは挑発無視と 15% の攻撃力を与えます。","每个回合开始时，诺克提斯获得1层[幻影剑]。

每拥有2层[幻影剑]，诺克提斯的固定能力费用就降低1点(最大降低2点)。使用固定能力时，减少3层[幻影剑]。

诺克提斯的[连携攻击]可无视嘲讽并赋予15%的攻击力提升。","諾克提斯在每回合開始時獲得 1 名武裝者。

每 2 個 阿米格爾都會將固定能力成本減少 1（最多 2）。當使用固定能力時，將阿米格爾減少3。

諾克提斯的連結打擊給予無視嘲諷和 15% 的攻擊力。"
Character/FFXVNoctis_PassiveName,Text,,루시스의 왕자,Prince of Lucis,ルシスの王子,路西斯的王子,路西斯王子
Character/FFXVNoctis_SelectInfo,Text,,"녹티스 루시스 카엘룸은 루시스의 왕세자이자 결정을 섬기는 오랜 왕조의 상속자입니다. 그의 운명은 전통과 예언에 의해 결정되었지만 그의 아버지이자 루시스의 왕인 레지스는 가능한 한 오랫동안 그를 보호했습니다. 그는 상당히 냉담하고 무심해 보이지만 실제로는 평범한 사람들 앞에서 어떻게 행동해야 할지 확신하지 못합니다.

과거의 부상으로 인해 크리스탈이 제공하는 힘이 약해졌음에도 불구하고 그는 수행원들과 함께 훈련하여 강력한 상대가 되었습니다.

녹티스는 힘이 쌓이는 능력을 지닌 데미지 딜러이지만 그 힘이 그에게 천천히 다가옵니다. 그 결과, 그는 모아진 힘으로 공격할 수 있을 때까지 게릴라 전술과 탐색 공격을 주로 사용합니다.","Noctis Lucis Caelum is the Crown Prince of Lucis, and heir to a long dynasty in service to the Crystal. His destiny has been dictated by tradition and prophecy but Regis, his father and King of Lucis shielded him from what he could for as long as possible. Though he appears quite aloof and nonchalant, he is actually unsure of how to act around ordinary people.

Though an injury in his past has left him weaker in the power that the Crystal affords him, he has trained with his entourage to become a formidable opponent.

Noctis is a damage dealer with abilities that build up in power, but their power is slow to come to him. As a result, he primarily fights with guerilla tactics and probing strikes until he is able to attack with his gathered strength.","ノクティス・ルシス・カエルムはルシスの皇太子であり、クリスタルに仕える長い王朝の後継者です。彼の運命は伝統と予言によって規定されてきましたが、彼の父でありルシス王であるレジスは、可能な限り長い間彼をあらゆることから守ってくれました。一見飄々としていて、一見無表情に見えるが、実は一般人の前ではどう振る舞えば良いかわからない。

過去の怪我のせいでクリスタルから与えられる力が弱くなってしまったが、彼は手強い敵になれるよう側近たちと訓練してきた。

ノクティスはパワーを蓄積する能力を持つダメージディーラーですが、そのパワーが彼に現れるのは遅いです。そのため、彼は主にゲリラ戦術と、力を結集して攻撃できるようになるまでの探り攻撃で戦います。","诺克提斯·路西斯·凯拉姆是路西斯王国的王储，也是世代侍奉水晶的王室血脉继承人。他的命运始终被传统与预言所束缚，然而其父雷吉斯——路西斯国王——仍尽可能长久地庇护他远离宿命的重负。尽管他外表看似冷漠疏离、满不在乎，实则不知该如何与普通人相处。

尽管过去的旧伤使他无法完全发挥水晶赋予的力量，但他通过与伙伴们的严酷训练，淬炼出了足以令敌人胆寒的凌厉身手。

诺克提斯是一名通过蓄能渐次强化攻击的输出型角色，但其力量积蓄过程较为缓慢。因此，他的作战风格以游击战术与试探性快攻为主，直至能量汇聚至巅峰时，方能发动摧枯拉朽的终结一击。","諾克提斯·路西斯·凱魯姆是路西斯的王儲，也是為水晶服務的悠久王朝的繼承人。他的命運由傳統和預言決定，但他的父親和路西斯國王瑞吉斯盡可能長時間地保護他免受傷害。雖然他看起來很冷漠，但實際上他不知道如何與普通人相處。

儘管過去的傷病使他在水晶賦予他的力量方面較弱，但他已經與隨行人員一起訓練，成為一個強大的對手。

諾克提斯是一名傷害製造者，他的能力可以增強力量，但他的力量來得很慢。因此，他主要以遊擊戰術和試探性打擊為主，直到他能夠集中力量進攻為止。"
Character/FFXVNoctis_Text_Battle_AllyND_0,Text,,내 친구는 여기로 내려갈 사람이 없어!,No friend of mine is going down here!,私の友人はここに降りるつもりはありません！,我的伙伴绝不会在这里倒下！,我的朋友不會下樓的！
Character/FFXVNoctis_Text_Battle_AllyND_1,Text,,이런 모습이 마음에 들지 않습니다.,Don't like the look of this.,この見た目は気に入らない。,这状况…不妙啊！,不喜歡這個樣子。
Character/FFXVNoctis_Text_Battle_Cri_0,Text,,"케이크, 자기야!","Cake, baby!",ケーキ、ベイビー！,轻松搞定！,蛋糕，寶貝！
Character/FFXVNoctis_Text_Battle_Cri_1,Text,,"있잖아요, 나도 가끔 깜짝 놀라게 되거든요.","You know, I even amaze myself sometimes.",私も時々自分自身に驚かされることがあります。,你知道的，有时候我甚至自己都感到惊讶。,你知道，有時我甚至連自己都感到驚訝。
Character/FFXVNoctis_Text_Battle_Healed_0,Text,,좋은 타이밍.,Nice timing.,ナイスタイミング。,时机很好。,時機很好。
Character/FFXVNoctis_Text_Battle_Healed_1,Text,,당신은 생명의 은인입니다!,You're a lifesaver!,あなたは命の恩人です!,你是我的救星！,你是救星！
Character/FFXVNoctis_Text_Battle_Healed_2,Text,,기분이 좋아진 적이 없습니다.,Never felt better.,気分が良くなることはありませんでした。,从未有过比这更好的时候了。,從來沒有感覺更好過。
Character/FFXVNoctis_Text_Battle_Idle_0,Text,,우리는 이렇게 그냥 서 있으면 안 된다고 확신합니다.,I'm pretty sure we shouldn't just be standing around like this.,このまま突っ立っているべきではないと確信しています。,咱们这么干站着…不太对吧？,我很確定我們不該就這樣站著。
Character/FFXVNoctis_Text_Battle_Idle_1,Text,,나는 루시스의 왕자이자 낚시의 왕 녹티스다!,"I am Noctis, prince of Lucis and king of fishing!",私はルシスの王子にして釣り王のノクティスです！,我是诺克提斯，路西斯王子兼钓鱼之王！！！,我是諾克提斯，路西斯王子，釣魚之王！
Character/FFXVNoctis_Text_Battle_Idle_2,Text,,나는 그것을 가져갈 수 있다고 확신합니다.,I bet I could take 'em.,きっと連れて行けると思うよ。,这帮家伙，我来摆平！,我打賭我能接受他們。
Character/FFXVNoctis_Text_Battle_Kill_0,Text,,그리고 그것이 완료된 방법입니다.,And that's how it's done.,それがそのように行われます。,搞定！,事情就是這樣完成的。
Character/FFXVNoctis_Text_Battle_Kill_1,Text,,프롬프트가 좋은 면을 얻었기를 바랍니다.,I hope Prompto got my good side.,プロンプトに私の良い面が伝われば幸いです。,希望普隆普特拍到我帅气的角度了。,我希望 提示音能得到我好的一面。
Character/FFXVNoctis_Text_Battle_Kill_2,Text,,알았어!,Gotcha!,ガッチャ！,抓到你了！,明白了！
Character/FFXVNoctis_Text_Battle_ND_0,Text,,아니... 내려가는 중... 그렇게 쉽게...,Not... going down... that easy...,そうはいかない... 落ち込む... そんなに簡単ではない...,想让我倒下…可没那么…容易……,沒……掉下去……那麼容易……
Character/FFXVNoctis_Text_Battle_ND_1,Text,,대체 뭐야?,What the hell?,なんてこった？,啊......,我勒個去？
Character/FFXVNoctis_Text_Battle_ND_2,Text,,무자비한 이야기...,Talk about ruthless...,無慈悲について話します...,这也太狠了吧……,談論無情...
Character/FFXVNoctis_Text_Battle_Start_0,Text,,그들이 오면 쉽게!,Easy as they come!,簡単です！,易如反掌！,來得容易！
Character/FFXVNoctis_Text_Battle_Start_1,Text,,고속 기어로 전환해 보겠습니다.,Let's shift into high gear.,ハイギアにシフトしましょう。,火力全开，上！,讓我們換到高速檔。
Character/FFXVNoctis_Text_Battle_Start_2,Text,,"내가 싸우도록 하겠으니, 기다리기만 하세요.","I'll make this a fight, just you wait.",喧嘩にしてやるから待っててね。,让你见识真正的战斗。,我會讓這成為一場戰鬥，你等著吧。
Character/FFXVNoctis_Text_Field_GetItem_0,Text,,모두 우리 재무부로 가는 거죠?,"All going to our treasury, right?",全部私たちの国庫に行きますよね？,全都进我们的国库了，对吧？,全部都進我們的國庫了，對吧？
Character/FFXVNoctis_Text_Field_GetItem_1,Text,,"이봐, 내 건 어딨어?","Hey, where's mine?",ねえ、私のはどこ？,嘿，我的呢？,嘿，我的在哪裡？
Character/FFXVNoctis_Text_Field_Idle_0,Text,,차가 있으면 훨씬 쉬울 것입니다.,This would be so much easier with the car.,車があればこれがずっと楽になるでしょう。,如果有了汽车就会容易很多。,有了汽車，這會容易得多。
Character/FFXVNoctis_Text_Field_Idle_1,Text,,이게 어디로 가는지 궁금해...,Wonder where this goes...,これはどこへ行くんだろう...,我想知道这通往哪里...,想知道會去哪裡...
Character/FFXVNoctis_Text_Field_Idle_2,Text,,사람이 걸을 수 있는 곳은 아직까지밖에 없습니다.,There's only so far a man can walk.,人間が歩ける距離は限られている。,人只能走到这么远。,人只能走這麼遠。
Character/FFXVNoctis_Text_Field_Idle_3,Text,,좋은 낚시터를 찾을 수 있을까요?,Think we can find any good fishing spots?,何か良い釣り場が見つかると思いますか？,觉得我们能找到好的钓鱼点吗？,你覺得我們能找到什麼好的釣魚點嗎？
Character/FFXVNoctis_Text_Field_Potion_P_0,Text,,이거 맛이 이상해요.,This stuff tastes icky.,これは不味いです。,这玩意儿味道真恶心。,這玩意兒味道真噁心。
Character/FFXVNoctis_Text_Field_Potion_P_1,Text,,"이게 약이군요, 그렇죠? 뭔가 역겨운 농담이 아닌가요?","This is medicine, right? Not some sick joke?",これは薬ですよね？気持ち悪い冗談じゃないの？,这是药吗？不是一些恶心的笑话？,這是藥吧？不是一些噁心的笑話嗎？
Character/FFXVNoctis_Text_Field_Potion_P_2,Text,,난... 알았어. 나는 그것을 마실 것이지만 내가 그것을 좋아할 것이라고 기대하지 마십시오.,"I... fine. I'll drink it, but don't expect me to like it.",私は...大丈夫です。飲みますが、気に入るとは期待しないでください。,我……好吧，我会喝它，但别指望我会喜欢它。,我……好。我會喝它，但別指望我會喜歡它。
Character/FFXVNoctis_Text_MasterTarget,Text,,"글쎄, 내가 뭐라고 말할 수 있니? 너희들은... 최고다.","Well, what can I say? You guys... are the best.",さて、何と言えばいいでしょうか？あなたたちは...最高です。,最后的时刻了，我还会说什么？你们这些家伙……是最棒的。,好吧，我能說什麼？你們……是最棒的。
Character/FFXVNoctis_Text_PharosLeader_0,Text,,무슨 일이에요? 모두 어디에 있나요? 나는 포위됐다!!,What happened? Where is everyone? I'm surrounded!!,どうしたの？みんなはどこにいるの？囲まれてるよ！！,发生了什么？大家在哪？只剩我一个人了！！,發生了什麼事？大家都在哪裡？我被包圍了！
Character/FFXVNoctis_Text_PharosLeader_1,Text,,당신은... 그 사람들이 당신이었나요?,You... Those guys were you?,あなたは...あの人たちはあなたでしたか？,你……是你干的吗？！,你……那些傢伙是你嗎？
Character/FFXVNoctis_Text_PharosLeader_2,Text,,그리고 그것이 완료된 방법입니다!,And that's how it's done!,こうして出来上がりました！,再见了！,事情就是這樣完成的！
